AppID,Recommendations,Estimated owners,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Peak CCU
2089920,0,0 - 20000,0,0,0,0,6
2089980,411,20000 - 50000,0,0,0,0,140
2090040,0,0 - 0,0,0,0,0,0
2090050,0,0 - 0,0,0,0,0,0
2090060,0,0 - 0,0,0,0,0,0
2090100,0,0 - 20000,0,0,0,0,0
2090140,0,0 - 20000,0,0,0,0,0
2090150,0,0 - 0,0,0,0,0,0
2090160,0,0 - 20000,0,0,0,0,1
2090170,0,0 - 0,0,0,0,0,0
2090180,0,0 - 0,0,0,0,0,0
2090200,0,0 - 20000,0,0,0,0,0
2090220,0,0 - 0,0,0,0,0,0
2090230,0,0 - 0,0,0,0,0,0
2090370,121,0 - 20000,0,0,0,0,6
2090400,0,0 - 20000,0,0,0,0,0
2090410,0,0 - 0,0,0,0,0,0
2090450,0,20000 - 50000,0,0,0,0,0
2090460,0,0 - 20000,0,0,0,0,0
2090480,0,0 - 20000,0,0,0,0,0
2090500,0,0 - 20000,0,0,0,0,2
2090580,0,0 - 20000,0,0,0,0,2
2090600,0,0 - 0,0,0,0,0,0
2090610,0,0 - 0,0,0,0,0,0
2090630,0,0 - 20000,0,0,0,0,0
2090640,0,0 - 20000,0,0,0,0,1
2090650,0,0 - 20000,0,0,0,0,0
2090660,0,0 - 20000,0,0,0,0,0
2090700,0,20000 - 50000,0,0,0,0,1
2090760,144,20000 - 50000,0,0,0,0,95
2090800,0,0 - 20000,0,0,0,0,1
2090810,121,0 - 0,0,0,0,0,0
2090830,0,0 - 20000,0,0,0,0,0
2090840,0,0 - 0,0,0,0,0,0
2090890,0,0 - 0,0,0,0,0,0
2090950,0,0 - 0,0,0,0,0,0
2090980,0,0 - 20000,0,0,0,0,3
2091000,0,0 - 20000,0,0,0,0,1
2091040,0,0 - 0,0,0,0,0,0
2091080,0,0 - 20000,0,0,0,0,0
2091110,0,0 - 0,0,0,0,0,0
2091120,0,0 - 20000,0,0,0,0,0
2091130,0,0 - 0,0,0,0,0,0
2091160,0,0 - 20000,0,0,0,0,0
2091190,0,0 - 20000,0,0,0,0,0
2091220,0,0 - 0,0,0,0,0,0
2091230,0,0 - 20000,0,0,0,0,0
2091240,0,0 - 20000,0,0,0,0,0
2091250,0,0 - 0,0,0,0,0,0
2091260,0,0 - 20000,0,0,0,0,0
2091270,0,0 - 20000,0,0,0,0,0
2091280,0,0 - 20000,0,0,0,0,0
2091290,0,0 - 20000,0,0,0,0,0
2091300,0,20000 - 50000,0,0,0,0,1
2091350,0,0 - 20000,0,0,0,0,1
2091370,0,0 - 0,0,0,0,0,0
2091410,0,0 - 20000,0,0,0,0,0
2091500,0,0 - 20000,0,0,0,0,0
2091510,0,0 - 20000,0,0,0,0,0
2091520,0,0 - 20000,0,0,0,0,2
2091530,0,0 - 20000,0,0,0,0,0
2091540,0,0 - 20000,0,0,0,0,1
2091550,116,0 - 20000,0,0,0,0,74
2091580,0,0 - 20000,0,0,0,0,3
2091610,0,0 - 20000,0,0,0,0,0
2091620,0,0 - 0,0,0,0,0,0
2091630,0,0 - 0,0,0,0,0,0
2091640,0,0 - 20000,0,0,0,0,0
2091650,0,0 - 0,0,0,0,0,0
2091680,0,0 - 20000,0,0,0,0,3
2091720,0,0 - 20000,0,0,0,0,1
2091730,0,0 - 20000,0,0,0,0,1
2091740,0,0 - 20000,0,0,0,0,0
2091750,0,0 - 20000,0,0,0,0,0
2091760,0,0 - 0,0,0,0,0,0
2091790,0,0 - 0,0,0,0,0,0
2091810,0,0 - 20000,0,0,0,0,0
2091820,0,0 - 20000,0,0,0,0,0
2091830,0,0 - 0,0,0,0,0,0
2091840,0,50000 - 100000,0,0,0,0,0
2091850,0,0 - 0,0,0,0,0,0
2091880,0,0 - 0,0,0,0,0,0
2091890,0,0 - 20000,0,0,0,0,0
2091910,0,0 - 0,0,0,0,0,0
2091930,0,0 - 20000,0,0,0,0,4
2091960,0,0 - 20000,0,0,0,0,0
2091980,0,0 - 0,0,0,0,0,0
2092000,0,0 - 0,0,0,0,0,0
2092010,0,0 - 0,0,0,0,0,0
2092040,0,0 - 0,0,0,0,0,0
2092070,0,0 - 0,0,0,0,0,0
2092130,0,0 - 0,0,0,0,0,0
2092180,0,0 - 20000,0,0,0,0,0
2092190,0,0 - 0,0,0,0,0,0
2092200,0,0 - 20000,0,0,0,0,0
2092240,0,0 - 20000,0,0,0,0,0
2092260,0,0 - 20000,0,0,0,0,8
2092320,0,0 - 20000,0,0,0,0,0
2092330,0,0 - 20000,0,0,0,0,1
2092410,0,0 - 20000,0,0,0,0,1
2092470,0,0 - 0,0,0,0,0,0
2092520,0,0 - 0,0,0,0,0,0
2092530,0,0 - 20000,0,0,0,0,0
2092560,0,0 - 20000,0,0,0,0,0
2092620,0,0 - 0,0,0,0,0,0
2092660,0,0 - 20000,0,0,0,0,1
2092680,0,0 - 20000,0,0,0,0,0
2092700,0,0 - 20000,0,0,0,0,8
2092710,0,0 - 0,0,0,0,0,0
2092730,0,0 - 20000,0,0,0,0,0
2092750,0,0 - 0,0,0,0,0,0
2092790,0,0 - 20000,0,0,0,0,0
2092810,0,0 - 20000,0,0,0,0,0
2092850,211,20000 - 50000,0,0,0,0,0
2093000,0,0 - 20000,0,0,0,0,109
2093010,450,0 - 20000,0,0,0,0,172
2093020,0,0 - 20000,0,0,0,0,1
2093050,0,0 - 20000,0,0,0,0,1
2093060,0,0 - 0,0,0,0,0,0
2093070,0,0 - 20000,0,0,0,0,5
2093100,0,0 - 20000,0,0,0,0,1
2093110,0,0 - 20000,0,0,0,0,0
2093220,0,0 - 20000,0,0,0,0,0
2093250,0,0 - 0,0,0,0,0,0
2093270,0,0 - 20000,0,0,0,0,2
2093280,0,0 - 0,0,0,0,0,0
2093290,0,0 - 20000,0,0,0,0,0
2093300,0,0 - 20000,0,0,0,0,0
2093330,0,0 - 20000,0,0,0,0,0
2093340,0,0 - 20000,0,0,0,0,0
2093380,0,0 - 20000,0,0,0,0,4
2093410,0,0 - 20000,0,0,0,0,0
2093420,0,0 - 20000,0,0,0,0,22
2093540,0,0 - 20000,0,0,0,0,0
2093550,0,0 - 20000,0,0,0,0,0
2093590,0,0 - 0,0,0,0,0,0
2093640,0,50000 - 100000,0,0,0,0,0
2093650,0,0 - 20000,0,0,0,0,1
2093680,0,0 - 20000,0,0,0,0,0
2093760,0,0 - 0,0,0,0,0,0
2093850,0,0 - 20000,0,0,0,0,1
2093860,0,0 - 0,0,0,0,0,0
2093870,0,0 - 20000,0,0,0,0,0
2093890,0,0 - 0,0,0,0,0,0
2093900,0,0 - 20000,0,0,0,0,10
2093910,0,0 - 0,0,0,0,0,0
2093940,0,0 - 0,0,0,0,0,0
2093950,0,0 - 20000,0,0,0,0,4
2093970,0,0 - 20000,0,0,0,0,37
2093980,0,0 - 20000,0,0,0,0,0
2094000,0,0 - 20000,0,0,0,0,0
2094070,0,0 - 20000,0,0,0,0,0
2094090,0,0 - 0,0,0,0,0,0
2094150,0,0 - 20000,0,0,0,0,0
2094160,0,0 - 20000,0,0,0,0,0
2094170,0,0 - 20000,0,0,0,0,0
2094180,0,0 - 20000,0,0,0,0,0
2094190,0,0 - 20000,0,0,0,0,2
2094200,0,0 - 0,0,0,0,0,0
2094220,0,0 - 0,0,0,0,0,0
2094230,0,0 - 0,0,0,0,0,0
2094250,149,0 - 20000,0,0,0,0,0
2094270,342,20000 - 50000,36,36,36,36,90
2094290,0,0 - 20000,0,0,0,0,0
2094300,0,0 - 20000,0,0,0,0,3
2094320,101,0 - 20000,0,0,0,0,77
2094330,0,0 - 0,0,0,0,0,0
2094340,0,0 - 20000,0,0,0,0,0
2094350,0,0 - 0,0,0,0,0,0
2094370,0,0 - 20000,0,0,0,0,3
2094380,0,0 - 20000,0,0,0,0,1
2094390,0,0 - 0,0,0,0,0,0
2094420,0,0 - 20000,0,0,0,0,0
2094430,0,0 - 20000,0,0,0,0,0
2094440,0,0 - 20000,0,0,0,0,0
2094480,0,0 - 20000,0,0,0,0,1
2094510,0,0 - 0,0,0,0,0,0
2094520,0,0 - 20000,0,0,0,0,0
2094530,0,0 - 0,0,0,0,0,0
2094550,0,0 - 20000,0,0,0,0,7
2094560,0,0 - 0,0,0,0,0,0
2094570,0,0 - 20000,0,0,0,0,0
2094580,0,0 - 20000,0,0,0,0,3
2094600,0,0 - 20000,0,0,0,0,22
2094610,0,0 - 20000,0,0,0,0,0
2094620,0,0 - 20000,0,0,0,0,14
2094640,0,0 - 20000,0,0,0,0,0
2094720,0,0 - 20000,0,0,0,0,0
2094730,0,0 - 0,0,0,0,0,0
2094750,0,20000 - 50000,0,0,0,0,2
2094760,0,0 - 0,0,0,0,0,0
2094780,0,0 - 20000,0,0,0,0,0
2094850,0,0 - 20000,0,0,0,0,0
2094880,0,0 - 0,0,0,0,0,0
2094890,0,0 - 0,0,0,0,0,0
2094910,107,0 - 20000,0,0,0,0,0
2094920,0,0 - 20000,0,0,0,0,0
2094990,0,0 - 0,0,0,0,0,0
2095010,0,0 - 20000,0,0,0,0,1
2095040,0,0 - 20000,0,0,0,0,0
2095060,0,0 - 20000,0,0,0,0,5
2095070,0,0 - 20000,0,0,0,0,0
2095080,0,0 - 20000,0,0,0,0,10
2095090,346,0 - 20000,0,0,0,0,16
2095100,0,0 - 20000,0,0,0,0,3
2095120,0,0 - 20000,0,0,0,0,1
2095130,0,20000 - 50000,0,0,0,0,1
2095140,0,0 - 20000,0,0,0,0,0
2095150,0,0 - 20000,0,0,0,0,0
2095170,0,0 - 20000,0,0,0,0,0
2095180,0,0 - 20000,0,0,0,0,3
2095190,0,0 - 20000,0,0,0,0,0
2095220,0,0 - 20000,0,0,0,0,0
2095230,0,0 - 20000,0,0,0,0,0
2095250,0,0 - 0,0,0,0,0,0
2095280,0,0 - 20000,0,0,0,0,0
2095290,105,0 - 20000,0,0,0,0,59
2095300,0,0 - 0,0,0,0,0,0
2095330,0,0 - 20000,0,0,0,0,1
2095340,327,0 - 0,0,0,0,0,0
2095350,0,0 - 20000,0,0,0,0,1
2095430,0,0 - 20000,0,0,0,0,2
2095450,0,0 - 20000,0,0,0,0,14
2095460,0,0 - 20000,0,0,0,0,0
2095480,0,0 - 20000,0,0,0,0,2
2095510,0,0 - 20000,0,0,0,0,0
2095540,0,0 - 20000,0,0,0,0,0
2095560,0,0 - 20000,0,0,0,0,0
2095570,0,0 - 0,0,0,0,0,0
2095600,0,0 - 20000,0,0,0,0,0
2095660,0,0 - 0,0,0,0,0,0
2095740,0,0 - 0,0,0,0,0,0
2095770,0,0 - 20000,0,0,0,0,0
2095800,0,0 - 0,0,0,0,0,0
2095840,0,0 - 20000,0,0,0,0,0
2095860,0,100000 - 200000,0,0,0,0,1
2095870,0,0 - 20000,0,0,0,0,0
2095890,0,0 - 0,0,0,0,0,0
2095900,0,0 - 20000,0,0,0,0,0
2095930,0,0 - 20000,0,0,0,0,1
2095950,0,0 - 20000,0,0,0,0,0
2095960,0,0 - 20000,0,0,0,0,0
2096000,0,0 - 0,0,0,0,0,0
2096030,0,0 - 20000,0,0,0,0,0
2096040,0,0 - 20000,0,0,0,0,0
2096050,0,0 - 20000,0,0,0,0,0
2096080,0,0 - 0,0,0,0,0,0
2096100,0,0 - 0,0,0,0,0,0
2096130,0,0 - 0,0,0,0,0,0
2096150,0,0 - 20000,0,0,0,0,0
2096180,0,0 - 20000,0,0,0,0,0
2096220,0,0 - 0,0,0,0,0,0
2096300,0,0 - 20000,0,0,0,0,0
2096310,238,0 - 20000,0,0,0,0,49
2096320,0,0 - 20000,0,0,0,0,5
2096380,0,0 - 0,0,0,0,0,0
2096400,0,0 - 20000,0,0,0,0,2
2096470,0,0 - 0,0,0,0,0,0
2096480,0,0 - 0,0,0,0,0,0
2096510,0,0 - 20000,91,91,91,91,116
2096540,0,0 - 20000,0,0,0,0,0
2096560,0,0 - 20000,0,0,0,0,1
2096570,0,0 - 20000,0,0,0,0,10
2096580,0,0 - 20000,0,0,0,0,1
2096600,189,20000 - 50000,0,0,0,0,598
2096610,130,20000 - 50000,0,0,0,0,155
2096620,0,0 - 20000,0,0,0,0,8
2096630,0,0 - 20000,0,0,0,0,0
2096640,0,0 - 20000,0,0,0,0,0
2096650,0,0 - 20000,0,0,0,0,0
2096660,0,0 - 20000,0,0,0,0,0
2096670,0,0 - 20000,0,0,0,0,0
2096680,0,0 - 0,0,0,0,0,0
2096710,0,0 - 20000,0,0,0,0,1
2096740,0,0 - 20000,0,0,0,0,0
2096790,0,0 - 20000,0,0,0,0,11
2096800,0,0 - 20000,0,0,0,0,1
2096820,0,0 - 20000,0,0,0,0,0
2096850,0,0 - 0,0,0,0,0,0
2096960,0,0 - 20000,0,0,0,0,0
2096980,0,0 - 20000,0,0,0,0,0
2097030,126,0 - 20000,0,0,0,0,8
2097070,0,0 - 0,0,0,0,0,0
2097090,0,0 - 20000,0,0,0,0,0
2097100,0,0 - 0,0,0,0,0,0
2097150,0,0 - 20000,0,0,0,0,0
2097160,0,0 - 0,0,0,0,0,0
2097180,0,0 - 20000,0,0,0,0,5
2097200,0,0 - 20000,0,0,0,0,0
2097230,314,0 - 20000,0,0,0,0,290
2097240,0,0 - 0,0,0,0,0,0
2097410,0,0 - 20000,0,0,0,0,0
2097480,0,0 - 20000,0,0,0,0,0
2097490,0,0 - 20000,0,0,0,0,4
2097540,0,0 - 20000,0,0,0,0,3
2097550,0,0 - 20000,0,0,0,0,0
2097620,0,0 - 20000,0,0,0,0,1
2097630,0,0 - 20000,0,0,0,0,0
2097670,0,0 - 20000,0,0,0,0,0
2097720,137,0 - 0,0,0,0,0,0
2097730,0,0 - 20000,0,0,0,0,0
2097740,0,0 - 20000,0,0,0,0,29
2097750,0,0 - 20000,0,0,0,0,18
2097770,0,0 - 20000,0,0,0,0,3
2097790,0,0 - 20000,0,0,0,0,1
2097810,0,0 - 20000,0,0,0,0,0
2097830,0,0 - 20000,0,0,0,0,0
2097850,0,0 - 0,0,0,0,0,0
2097860,0,0 - 20000,0,0,0,0,0
2097870,0,0 - 0,0,0,0,0,0
2097880,0,0 - 20000,0,0,0,0,11
2097890,0,0 - 20000,0,0,0,0,1
2097900,0,0 - 20000,0,0,0,0,0
2097910,0,0 - 20000,0,0,0,0,0
2097920,0,0 - 20000,0,0,0,0,0
2097930,0,0 - 0,0,0,0,0,0
2097960,0,0 - 0,0,0,0,0,0
2098010,0,0 - 20000,0,0,0,0,0
2098040,0,20000 - 50000,0,0,0,0,0
2098070,0,0 - 20000,0,0,0,0,13
2098080,0,0 - 20000,0,0,0,0,0
2098090,0,0 - 20000,0,0,0,0,32
2098100,0,0 - 20000,0,0,0,0,0
2098120,0,0 - 20000,0,0,0,0,1
2098130,0,0 - 20000,0,0,0,0,19
2098140,0,0 - 20000,0,0,0,0,1
2098150,0,0 - 0,0,0,0,0,0
2098170,0,0 - 20000,0,0,0,0,0
2098180,0,0 - 0,0,0,0,0,0
2098210,0,0 - 20000,0,0,0,0,0
2098240,0,0 - 0,0,0,0,0,0
2098250,0,0 - 0,0,0,0,0,0
2098280,0,0 - 20000,0,0,0,0,0
2098290,0,0 - 0,0,0,0,0,0
2098330,0,0 - 20000,0,0,0,0,0
2098350,0,0 - 0,0,0,0,0,0
2098370,0,0 - 0,0,0,0,0,0
2098390,0,0 - 20000,0,0,0,0,1
2098470,0,0 - 0,0,0,0,0,0
2098490,0,0 - 0,0,0,0,0,0
2098510,0,0 - 0,0,0,0,0,0
2098540,0,0 - 20000,0,0,0,0,0
2098550,0,0 - 0,0,0,0,0,0
2098560,0,0 - 20000,0,0,0,0,0
2098600,0,0 - 20000,0,0,0,0,2
2098620,0,0 - 0,0,0,0,0,0
2098650,0,0 - 0,0,0,0,0,0
2098670,0,0 - 20000,0,0,0,0,0
2098720,0,0 - 0,0,0,0,0,0
2098730,0,0 - 20000,0,0,0,0,0
2098760,0,0 - 20000,0,0,0,0,3
2098790,0,0 - 0,0,0,0,0,0
2098820,0,0 - 20000,0,0,0,0,8
2098840,0,0 - 20000,0,0,0,0,0
2098860,0,20000 - 50000,0,0,0,0,0
2098870,0,0 - 0,0,0,0,0,0
2098880,0,0 - 20000,0,0,0,0,0
2098890,0,0 - 20000,0,0,0,0,0
2098930,0,0 - 0,0,0,0,0,0
2098940,0,0 - 0,0,0,0,0,0
2098950,0,0 - 20000,0,0,0,0,0
2098960,0,0 - 20000,0,0,0,0,0
2098970,0,0 - 20000,0,0,0,0,0
2099000,0,0 - 20000,0,0,0,0,0
2099010,0,0 - 0,0,0,0,0,0
2099030,0,0 - 0,0,0,0,0,0
2099040,0,0 - 20000,0,0,0,0,0
2099050,0,0 - 20000,0,0,0,0,1
2099060,0,0 - 20000,0,0,0,0,0
2099080,0,0 - 20000,0,0,0,0,7
2099110,0,0 - 0,0,0,0,0,0
2099120,0,0 - 0,0,0,0,0,0
2099150,0,0 - 20000,0,0,0,0,0
2099180,0,0 - 20000,0,0,0,0,0
2099190,0,0 - 20000,0,0,0,0,0
2099220,0,0 - 20000,0,0,0,0,3
2099240,0,0 - 0,0,0,0,0,0
2099270,0,0 - 20000,0,0,0,0,0
2099280,0,0 - 20000,0,0,0,0,1
2099350,0,0 - 20000,0,0,0,0,1
2099370,0,0 - 20000,0,0,0,0,0
2099390,0,0 - 0,0,0,0,0,0
2099400,0,0 - 20000,0,0,0,0,2
2099420,0,0 - 20000,0,0,0,0,0
2099430,0,0 - 20000,0,0,0,0,1
2099440,0,0 - 0,0,0,0,0,0
2099510,0,0 - 20000,0,0,0,0,0
2099610,0,0 - 0,0,0,0,0,0
2099670,0,0 - 20000,0,0,0,0,5
2099680,0,0 - 20000,0,0,0,0,17
2099710,0,0 - 0,0,0,0,0,0
2099760,0,0 - 0,0,0,0,0,0
2099770,0,0 - 0,0,0,0,0,0
2099790,0,0 - 20000,0,0,0,0,0
2099880,0,0 - 20000,0,0,0,0,7
2099900,0,0 - 20000,0,0,0,0,0
2099910,0,0 - 20000,0,0,0,0,0
2099940,0,0 - 20000,0,0,0,0,0
2099960,0,0 - 20000,0,0,0,0,0
2099990,0,0 - 0,0,0,0,0,0
2100010,0,0 - 20000,0,0,0,0,0
2100040,0,0 - 0,0,0,0,0,0
2100050,0,0 - 20000,0,0,0,0,18
2100060,0,0 - 20000,0,0,0,0,0
2100090,0,0 - 20000,0,0,0,0,0
2100140,0,0 - 0,0,0,0,0,0
2100150,203,0 - 20000,0,0,0,0,176
2100160,0,0 - 20000,0,0,0,0,397
2100200,0,0 - 20000,0,0,0,0,4
2100210,0,0 - 20000,0,0,0,0,0
2100220,0,0 - 0,0,0,0,0,0
2100230,0,0 - 20000,0,0,0,0,0
2100250,0,0 - 0,0,0,0,0,0
2100300,0,0 - 0,0,0,0,0,0
2100370,0,0 - 0,0,0,0,0,0
2100380,0,0 - 0,0,0,0,0,0
2100390,0,0 - 20000,0,0,0,0,0
2100460,0,0 - 0,0,0,0,0,0
2100470,0,0 - 20000,0,0,0,0,0
2100560,0,0 - 20000,0,0,0,0,1
2100600,0,0 - 20000,0,0,0,0,0
2100710,0,0 - 20000,0,0,0,0,0
2100720,0,0 - 20000,0,0,0,0,4
2100730,0,0 - 0,0,0,0,0,0
2100740,0,0 - 20000,0,0,0,0,0
2100760,0,0 - 0,0,0,0,0,0
2100780,0,0 - 20000,0,0,0,0,1
2100790,0,0 - 20000,0,0,0,0,0
2100800,0,0 - 0,0,0,0,0,0
2100810,0,0 - 20000,0,0,0,0,3
2100830,0,0 - 20000,0,0,0,0,0
2100840,0,0 - 20000,0,0,0,0,0
2100940,0,0 - 20000,0,0,0,0,0
2100970,0,0 - 20000,0,0,0,0,0
2100980,0,0 - 0,0,0,0,0,0
2100990,0,0 - 0,0,0,0,0,0
2101070,0,0 - 0,0,0,0,0,0
2101080,218,20000 - 50000,0,0,0,0,767
2101110,0,0 - 20000,0,0,0,0,39
2101130,0,0 - 20000,0,0,0,0,55
2101180,0,0 - 20000,0,0,0,0,0
2101190,0,0 - 20000,0,0,0,0,5
2101220,0,0 - 0,0,0,0,0,0
2101250,0,0 - 20000,0,0,0,0,37
2101260,0,0 - 20000,0,0,0,0,0
2101270,0,0 - 20000,0,0,0,0,0
2101280,0,0 - 0,0,0,0,0,0
2101290,0,0 - 0,0,0,0,0,0
2101330,0,0 - 20000,0,0,0,0,1
2101340,0,0 - 20000,0,0,0,0,0
2101350,0,0 - 20000,0,0,0,0,98
2101360,0,0 - 20000,0,0,0,0,0
2101370,0,0 - 20000,0,0,0,0,0
2101410,0,0 - 20000,0,0,0,0,1
2101440,0,0 - 0,0,0,0,0,0
2101460,0,0 - 20000,0,0,0,0,1
2101480,0,0 - 20000,0,0,0,0,2
2101490,0,0 - 20000,0,0,0,0,0
2101560,0,0 - 20000,0,0,0,0,1
2101590,0,0 - 20000,0,0,0,0,0
2101600,0,0 - 0,0,0,0,0,0
2101620,0,0 - 20000,0,0,0,0,0
2101630,0,0 - 20000,0,0,0,0,0
2101660,0,0 - 0,0,0,0,0,0
2101670,0,0 - 20000,0,0,0,0,0
2101680,0,0 - 20000,0,0,0,0,0
2101690,0,0 - 20000,0,0,0,0,0
2101710,0,0 - 0,0,0,0,0,0
2101730,0,0 - 20000,0,0,0,0,9
2101740,0,0 - 20000,0,0,0,0,0
2101760,0,0 - 20000,0,0,0,0,0
2101800,0,0 - 20000,0,0,0,0,0
2101830,0,0 - 0,0,0,0,0,0
2101840,0,0 - 20000,0,0,0,0,0
2101880,0,0 - 20000,0,0,0,0,0
2101890,193,0 - 20000,0,0,0,0,135
2101980,0,0 - 0,0,0,0,0,0
2101990,0,0 - 0,0,0,0,0,0
2102000,0,0 - 20000,0,0,0,0,0
2102010,0,0 - 0,0,0,0,0,0
2102020,0,0 - 0,0,0,0,0,0
2102060,0,0 - 20000,0,0,0,0,0
2102070,0,0 - 20000,0,0,0,0,1
2102080,0,0 - 20000,0,0,0,0,0
2102110,0,0 - 20000,0,0,0,0,0
2102130,0,0 - 0,0,0,0,0,0
2102150,0,0 - 20000,0,0,0,0,2
2102200,0,0 - 20000,0,0,0,0,0
2102220,0,0 - 20000,0,0,0,0,0
2102240,0,0 - 20000,0,0,0,0,11
2102320,0,0 - 0,0,0,0,0,0
2102330,0,0 - 20000,0,0,0,0,0
2102400,0,0 - 20000,0,0,0,0,0
2102410,0,0 - 0,0,0,0,0,0
2102480,0,0 - 0,0,0,0,0,0
2102490,0,0 - 20000,0,0,0,0,91
2102500,0,0 - 0,0,0,0,0,0
2102520,0,0 - 0,0,0,0,0,0
2102530,0,0 - 0,0,0,0,0,0
2102610,0,0 - 20000,0,0,0,0,0
2102640,0,0 - 20000,0,0,0,0,0
2102660,0,0 - 0,0,0,0,0,0
2102680,0,0 - 20000,0,0,0,0,2
2102740,0,0 - 20000,0,0,0,0,0
2102750,0,0 - 20000,0,0,0,0,0
2102760,255,0 - 20000,0,0,0,0,30
2102770,0,0 - 20000,0,0,0,0,0
2102810,0,0 - 20000,0,0,0,0,0
2102850,0,0 - 0,0,0,0,0,0
2102870,0,0 - 20000,0,0,0,0,0
2102880,0,0 - 0,0,0,0,0,0
2102940,0,20000 - 50000,0,0,0,0,0
2102980,0,0 - 0,0,0,0,0,0
2103020,0,0 - 0,0,0,0,0,0
2103050,0,0 - 0,0,0,0,0,0
2103070,0,0 - 0,0,0,0,0,0
2103140,3301,200000 - 500000,858,182,818,229,2217
2103150,0,0 - 20000,0,0,0,0,0
2103160,0,0 - 0,0,0,0,0,0
2103180,0,0 - 0,0,0,0,0,0
2103190,0,0 - 0,0,0,0,0,0
2103200,0,0 - 0,0,0,0,0,0
2103230,0,0 - 20000,0,0,0,0,13
2103250,0,0 - 0,0,0,0,0,0
2103290,0,50000 - 100000,0,0,0,0,0
2103320,0,0 - 20000,0,0,0,0,0
2103340,0,0 - 20000,0,0,0,0,0
2103350,0,0 - 20000,0,0,0,0,2
2103370,0,0 - 20000,0,0,0,0,0
2103390,0,0 - 0,0,0,0,0,0
2103400,0,50000 - 100000,0,0,0,0,0
2103470,113,20000 - 50000,0,0,0,0,575
2103480,0,0 - 20000,0,0,0,0,4
2103530,0,0 - 0,0,0,0,0,0
2103540,0,0 - 0,0,0,0,0,0
2103580,0,0 - 0,0,0,0,0,0
2103620,0,0 - 20000,0,0,0,0,10
2103630,0,0 - 20000,0,0,0,0,0
2103640,0,0 - 20000,0,0,0,0,45
2103660,0,0 - 0,0,0,0,0,0
2103680,0,0 - 20000,0,0,0,0,2
2103690,0,0 - 0,0,0,0,0,0
2103710,0,0 - 0,0,0,0,0,0
2103940,0,0 - 20000,0,0,0,0,1
2103960,0,0 - 20000,0,0,0,0,0
2104010,0,0 - 20000,0,0,0,0,2
2104060,0,0 - 20000,0,0,0,0,0
2104090,0,0 - 0,0,0,0,0,0
2104110,0,0 - 0,0,0,0,0,0
2104120,0,0 - 20000,0,0,0,0,0
2104270,0,0 - 20000,0,0,0,0,0
2104310,0,0 - 20000,0,0,0,0,1
2104320,0,0 - 0,0,0,0,0,0
2104340,0,0 - 20000,0,0,0,0,0
2104390,0,0 - 20000,0,0,0,0,0
2104450,0,0 - 20000,0,0,0,0,0
2104470,0,0 - 0,0,0,0,0,0
2104520,0,0 - 20000,0,0,0,0,0
2104530,0,0 - 20000,0,0,0,0,1
2104560,0,0 - 20000,0,0,0,0,3
2104570,0,0 - 20000,0,0,0,0,0
2104600,0,0 - 20000,0,0,0,0,0
2104660,0,0 - 0,0,0,0,0,0
2104670,0,0 - 0,0,0,0,0,0
2104680,0,0 - 0,0,0,0,0,0
2104700,0,0 - 20000,0,0,0,0,0
2104750,0,0 - 20000,0,0,0,0,6
2104760,0,0 - 20000,0,0,0,0,0
2104770,0,0 - 0,0,0,0,0,0
2104780,0,0 - 20000,0,0,0,0,2
2104790,0,0 - 20000,0,0,0,0,1
2104810,0,0 - 0,0,0,0,0,0
2104850,0,0 - 20000,0,0,0,0,1
2104860,0,0 - 20000,0,0,0,0,0
2104880,0,0 - 20000,0,0,0,0,0
2104910,0,0 - 20000,0,0,0,0,0
2104920,0,0 - 0,0,0,0,0,0
2104960,0,0 - 20000,0,0,0,0,0
2104970,0,0 - 0,0,0,0,0,0
2104990,0,0 - 20000,0,0,0,0,3
2105000,0,0 - 20000,0,0,0,0,1
2105010,0,0 - 0,0,0,0,0,0
2105020,0,0 - 0,0,0,0,0,0
2105060,0,0 - 20000,0,0,0,0,0
2105090,0,0 - 20000,0,0,0,0,0
2105130,0,0 - 20000,0,0,0,0,2
2105140,0,0 - 20000,0,0,0,0,0
2105170,0,0 - 20000,0,0,0,0,1
2105180,0,0 - 0,0,0,0,0,0
2105230,0,0 - 20000,0,0,0,0,0
2105250,0,0 - 0,0,0,0,0,0
2105280,0,0 - 0,0,0,0,0,0
2105330,0,0 - 0,0,0,0,0,0
2105370,0,0 - 20000,0,0,0,0,0
2105390,0,0 - 20000,0,0,0,0,0
2105400,0,0 - 20000,0,0,0,0,0
2105410,0,0 - 20000,0,0,0,0,0
2105420,0,0 - 20000,0,0,0,0,0
2105450,0,0 - 20000,0,0,0,0,3
2105460,0,0 - 20000,0,0,0,0,2
2105480,0,0 - 20000,0,0,0,0,0
2105490,0,0 - 20000,0,0,0,0,0
2105520,0,0 - 0,0,0,0,0,0
2105590,0,0 - 0,0,0,0,0,0
2105600,0,0 - 20000,0,0,0,0,0
2105610,0,0 - 20000,0,0,0,0,0
2105660,0,0 - 20000,0,0,0,0,1
2105670,0,0 - 20000,0,0,0,0,1
2105680,0,0 - 20000,0,0,0,0,0
2105690,0,0 - 0,0,0,0,0,0
2105700,0,0 - 20000,0,0,0,0,0
2105730,0,0 - 20000,0,0,0,0,0
2105750,0,0 - 0,0,0,0,0,0
