AppID,Recommendations,Estimated owners,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Peak CCU
212070,206,2000000 - 5000000,747,0,59,0,224
212110,0,20000 - 50000,120,0,170,0,0
212160,0,1000000 - 2000000,954,219,169,219,265
212200,0,500000 - 1000000,2388,0,794,0,558
212390,0,500000 - 1000000,75,0,56,0,2
212410,354,20000 - 50000,0,0,0,0,0
212480,9632,500000 - 1000000,506,9,317,9,71
212500,169,2000000 - 5000000,380,0,111,0,1307
212630,3885,200000 - 500000,329,0,206,0,16
212680,50942,2000000 - 5000000,1787,124,791,146,1768
212700,0,50000 - 100000,117,0,147,0,0
212780,337,20000 - 50000,358,0,683,0,6
212800,0,500000 - 1000000,104,0,62,0,2
213030,430,200000 - 500000,366,0,184,0,0
213176,169,0 - 20000,0,0,0,0,0
213330,3224,200000 - 500000,746,56,477,56,116
213350,115,0 - 20000,66,0,66,0,0
213390,0,0 - 20000,0,0,0,0,0
213610,12072,500000 - 1000000,557,29,147,29,311
213650,0,500000 - 1000000,125,0,75,0,1
213670,39489,2000000 - 5000000,821,0,732,0,290
213850,3698,500000 - 1000000,1020,0,972,0,26
214100,0,0 - 20000,0,0,0,0,0
214130,153,20000 - 50000,0,0,0,0,0
214150,103,200000 - 500000,294,0,294,0,2
214170,2383,500000 - 1000000,278,0,88,0,53
214250,2188,200000 - 500000,143,0,175,0,4
214340,8247,1000000 - 2000000,335,41,261,41,60
214360,1162,200000 - 500000,266,0,217,0,1
214420,974,1000000 - 2000000,111,0,19,0,3
214490,34885,2000000 - 5000000,684,0,241,0,204
214510,5795,1000000 - 2000000,664,11,308,19,229
214550,146,200000 - 500000,104,0,69,0,2
214570,125,50000 - 100000,130,0,154,0,0
214590,548,100000 - 200000,78,0,102,0,2
214610,311,50000 - 100000,417,0,417,0,1
214630,236,50000 - 100000,76,0,76,0,1
214700,1125,200000 - 500000,25,0,39,0,1
214730,4326,200000 - 500000,1813,0,1351,0,229
214770,2925,500000 - 1000000,253,0,214,0,8
214790,942,200000 - 500000,164,0,79,0,1
214830,961,200000 - 500000,117,0,66,0,2
214870,2336,200000 - 500000,224,0,165,0,14
214910,242,100000 - 200000,270,0,479,0,1
214950,44440,2000000 - 5000000,5556,677,1817,938,6462
214970,972,200000 - 500000,66,0,31,0,3
215080,147,1000000 - 2000000,1917,0,212,0,619
215100,0,500000 - 1000000,59,0,44,0,49
215120,0,200000 - 500000,6,0,6,0,0
215160,1362,200000 - 500000,452,0,464,0,13
215280,4312,1000000 - 2000000,1074,0,320,0,99
215390,0,0 - 20000,0,0,0,0,0
215470,4828,200000 - 500000,379,0,238,0,6
215510,1841,200000 - 500000,119,0,121,0,1
215530,6634,500000 - 1000000,423,0,253,0,37
215550,0,20000 - 50000,233,0,271,0,0
215630,394,200000 - 500000,465,0,570,0,4
215670,1083,50000 - 100000,92,0,79,0,0
215690,588,200000 - 500000,174,0,158,0,5
215710,311,100000 - 200000,997,0,1051,0,9
215770,0,0 - 20000,75,0,89,0,0
215790,327,1000000 - 2000000,250,0,288,0,1
215830,225,500000 - 1000000,2915,0,234,0,146
215870,0,200000 - 500000,4,0,4,0,0
215930,945,500000 - 1000000,411,0,424,0,107
216090,310,20000 - 50000,224,0,224,0,4
216110,950,100000 - 200000,53,0,106,0,2
216130,129,20000 - 50000,185,0,185,0,0
216150,103,1000000 - 2000000,1741,1209,172,1209,4719
216210,114,20000 - 50000,0,0,0,0,0
216260,479,0 - 20000,0,0,0,0,7
216290,172,50000 - 100000,34,0,53,0,1
216330,0,0 - 20000,0,0,0,0,0
216670,0,0 - 20000,0,0,0,0,1
216890,1280,200000 - 500000,900,0,809,0,16
216910,1216,200000 - 500000,563,0,764,0,11
216930,0,20000 - 50000,0,0,0,0,0
217100,772,100000 - 200000,182,0,222,0,0
217120,0,0 - 20000,36,0,36,0,0
217140,1736,100000 - 200000,295,0,308,0,1
217200,5538,1000000 - 2000000,1046,0,105,0,256
217270,137,100000 - 200000,0,0,0,0,1
217290,185,20000 - 50000,372,0,675,0,1
217690,908,100000 - 200000,93,0,116,0,0
217750,0,500000 - 1000000,458,3,130,3,94
217790,473,100000 - 200000,5329,0,10561,0,3
217920,1194,500000 - 1000000,65,0,52,0,4
218020,0,50000 - 100000,1,0,1,0,0
218040,0,50000 - 100000,9,0,9,0,0
218060,1559,200000 - 500000,178,0,123,0,4
218090,721,100000 - 200000,425,0,835,0,13
218230,606,5000000 - 10000000,1706,3102,161,5503,2883
218410,2512,200000 - 500000,1902,0,3080,0,12
218510,308,200000 - 500000,412,0,304,0,4
218620,375054,20000000 - 50000000,6177,1597,686,185,45663
218640,6370,500000 - 1000000,325,0,222,0,26
218660,0,20000 - 50000,31,0,60,0,0
218680,6491,1000000 - 2000000,305,64,229,64,56
218700,0,20000 - 50000,0,0,0,0,0
218740,271,200000 - 500000,102,0,54,0,1
218760,493,0 - 20000,168,2,168,2,29
218820,1141,200000 - 500000,327,0,354,0,5
219070,0,0 - 20000,0,0,0,0,0
219150,63781,1000000 - 2000000,430,39,254,55,192
219190,489,100000 - 200000,185,0,140,0,3
219200,254,50000 - 100000,94,0,114,0,0
219340,0,200000 - 500000,38,0,38,0,0
219640,45478,5000000 - 10000000,743,0,229,0,118
219680,1291,200000 - 500000,20,0,15,0,1
219700,0,200000 - 500000,18,0,33,0,0
219740,84030,1000000 - 2000000,1283,41,284,75,2939
219760,448,200000 - 500000,145,0,195,0,9
219780,3175,500000 - 1000000,873,54,139,54,68
219830,2679,500000 - 1000000,1531,0,63,0,41
219890,11676,1000000 - 2000000,260,0,162,0,15
219910,2061,200000 - 500000,337,0,251,0,22
219950,772,200000 - 500000,29,0,44,0,2
219990,63676,5000000 - 10000000,4066,633,1117,623,4429
220090,663,100000 - 200000,173,0,193,0,1
220160,1880,200000 - 500000,882,0,875,0,8
220200,84833,2000000 - 5000000,3508,547,458,1044,4116
220240,76837,2000000 - 5000000,1479,51,898,51,560
220260,3511,200000 - 500000,2018,0,1081,0,40
220420,0,0 - 20000,0,0,0,0,11
220440,14830,1000000 - 2000000,1123,159,360,159,144
220460,618,100000 - 200000,179,0,119,0,1
220660,1205,200000 - 500000,719,0,890,0,11
220700,2811,100000 - 200000,7725,4,219,4,218
220740,1818,500000 - 1000000,379,0,274,0,38
220780,3681,500000 - 1000000,179,0,134,0,8
220820,2425,200000 - 500000,184,0,114,0,14
220860,2343,500000 - 1000000,129,0,55,0,2
220900,0,100000 - 200000,139,0,121,0,0
220960,0,0 - 20000,0,0,0,0,0
221020,2295,100000 - 200000,1400,0,2235,0,3
221040,27386,2000000 - 5000000,2228,95,633,95,1230
221100,259417,5000000 - 10000000,9087,925,2363,362,39862
221180,484,200000 - 500000,225,0,336,0,9
221260,5785,500000 - 1000000,300,0,287,0,24
221380,77485,5000000 - 10000000,1908,98,509,143,4638
221540,2065,200000 - 500000,590,0,622,0,54
221640,16772,1000000 - 2000000,215,1,82,1,21
221680,11090,500000 - 1000000,4149,433,710,610,1174
221810,2060,200000 - 500000,268,7,178,7,12
221830,298,100000 - 200000,103,0,103,0,3
221910,37201,2000000 - 5000000,241,0,147,0,67
222140,334,100000 - 200000,77,0,66,0,1
222160,297,200000 - 500000,303,0,302,0,1
222180,0,0 - 20000,197,0,219,0,0
222420,1793,200000 - 500000,465,0,733,0,48
222440,2690,100000 - 200000,482,5,343,5,125
222480,6509,1000000 - 2000000,426,0,388,0,176
222500,0,20000 - 50000,2,0,2,0,0
222520,0,200000 - 500000,211,0,342,0,44
222606,0,50000 - 100000,0,0,0,0,0
222615,0,0 - 20000,0,0,0,0,0
222618,0,50000 - 100000,0,0,0,0,0
222640,565,100000 - 200000,194,0,291,0,0
222660,204,50000 - 100000,166,0,207,0,0
222730,4383,500000 - 1000000,297,0,136,0,14
222750,3364,200000 - 500000,1148,0,448,0,63
222820,0,0 - 20000,0,0,0,0,0
222880,85803,2000000 - 5000000,1168,227,244,345,567
222940,6691,500000 - 1000000,672,83,178,83,108
222980,1963,200000 - 500000,123,0,116,0,2
223000,0,50000 - 100000,168,0,168,0,8
223100,9493,500000 - 1000000,602,0,334,0,134
223220,899,200000 - 500000,188,0,126,0,5
223280,135,0 - 20000,0,0,0,0,2
223330,1602,100000 - 200000,4823,0,6738,0,131
223410,594,20000 - 50000,283,0,288,0,11
223430,216,50000 - 100000,59,0,69,0,0
223450,191,20000 - 50000,23,0,34,0,0
223470,61277,5000000 - 10000000,437,879,205,879,576
223490,713,20000 - 50000,0,0,0,0,1
223510,968,100000 - 200000,112,0,114,0,4
223591,24620,0 - 20000,0,0,0,0,0
223710,322,2000000 - 5000000,193,31,52,44,232
223730,267,100000 - 200000,213,0,228,0,0
223750,493,2000000 - 5000000,505,91,38,93,1424
223810,1803,200000 - 500000,494,0,549,0,10
223830,2948,500000 - 1000000,3066,0,1307,0,93
223870,1803,100000 - 200000,430,0,430,0,15
224000,0,200000 - 500000,0,0,0,0,0
224040,224,20000 - 50000,236,0,236,0,0
224260,745,5000000 - 10000000,581,376,100,376,672
224300,757,200000 - 500000,92,0,143,0,7
224460,3999,200000 - 500000,164,0,176,0,3
224480,7363,500000 - 1000000,214,0,140,0,25
224500,2759,200000 - 500000,2416,0,1218,0,21
224600,2482,2000000 - 5000000,577,0,156,0,1
224740,632,50000 - 100000,242,0,242,0,2
224760,9293,200000 - 500000,350,0,87,0,28
224820,1342,100000 - 200000,183,0,199,0,4
224860,352,200000 - 500000,212,0,149,0,1
224900,358,200000 - 500000,593,237,423,237,5
224920,1423,500000 - 1000000,267,0,375,0,4
224940,681,200000 - 500000,93,0,135,0,7
224960,3352,500000 - 1000000,265,0,89,0,35
224980,927,200000 - 500000,132,0,242,0,18
225000,583,200000 - 500000,102,0,136,0,11
225020,1071,200000 - 500000,94,0,72,0,10
225080,32237,1000000 - 2000000,151,0,164,0,28
225160,2330,200000 - 500000,122,17,113,17,11
225260,8732,2000000 - 5000000,316,0,235,0,84
225280,503,200000 - 500000,185,0,193,0,2
225300,1618,200000 - 500000,47,0,23,0,45
225320,1028,200000 - 500000,111,0,117,0,32
225360,656,100000 - 200000,257,0,383,0,1
225420,1119,500000 - 1000000,251,0,95,0,39
225540,82827,2000000 - 5000000,1104,64,343,65,1166
225600,2932,100000 - 200000,226,0,70,0,3
225640,1936,500000 - 1000000,278,0,151,0,101
225840,300,5000000 - 10000000,282,0,84,0,472
226100,683,100000 - 200000,323,0,365,0,2
226120,135,200000 - 500000,6,0,7,0,1
226280,0,0 - 20000,0,0,0,0,1
226560,797,100000 - 200000,283,0,394,0,4
226580,2079,200000 - 500000,1471,0,805,0,27
226620,1025,100000 - 200000,231,0,231,0,12
226720,1619,200000 - 500000,616,0,411,0,17
226740,806,200000 - 500000,137,0,181,0,3
226780,0,20000 - 50000,0,0,0,0,2
226820,172,20000 - 50000,0,0,0,0,8
226840,6249,1000000 - 2000000,588,1069,191,1069,530
226860,7954,500000 - 1000000,1847,0,523,0,320
226960,221,50000 - 100000,299,0,481,0,0
227000,2470,100000 - 200000,121,0,132,0,5
227020,295,0 - 0,0,0,0,0,0
227060,327,50000 - 100000,80,0,80,0,5
227080,1059,200000 - 500000,110,0,148,0,1
227100,3200,200000 - 500000,283,0,183,0,9
227160,1364,100000 - 200000,103,0,96,0,0
227180,682,500000 - 1000000,461,0,116,0,10
227200,608,200000 - 500000,194,0,202,0,1
227220,1267,200000 - 500000,222,0,160,0,2
227260,810,100000 - 200000,21,0,15,0,1
227300,430887,10000000 - 20000000,6446,316,1748,116,29161
227380,505,50000 - 100000,11,0,15,0,1
227400,367,50000 - 100000,0,0,0,0,0
227480,1608,200000 - 500000,326,0,241,0,2
227560,208,100000 - 200000,319,0,384,0,1
227580,1622,100000 - 200000,281,0,309,0,5
227600,2174,200000 - 500000,75,0,106,0,20
227760,224,50000 - 100000,113,0,113,0,5
227780,2489,200000 - 500000,381,0,235,0,34
227800,0,20000 - 50000,483,0,483,0,1
227860,7053,200000 - 500000,749,0,462,0,74
227940,2469,10000000 - 20000000,1045,61,75,73,1661
228180,5335,100000 - 200000,5818,19,8315,19,618
228200,7981,1000000 - 2000000,1457,0,406,0,1871
228260,1453,200000 - 500000,372,0,465,0,49
228280,10469,1000000 - 2000000,1477,0,399,0,828
228300,8973,500000 - 1000000,352,0,208,0,26
228320,109,100000 - 200000,31,0,20,0,0
228360,1732,200000 - 500000,161,0,219,0,6
228380,23278,1000000 - 2000000,983,57,543,57,806
228400,3194,200000 - 500000,290,0,258,0,6
228440,123,50000 - 100000,162,0,180,0,0
228560,632,0 - 0,0,0,0,0,0
228760,1275,100000 - 200000,386,0,246,0,11
228960,418,100000 - 200000,209,0,201,0,4
229480,1070,200000 - 500000,136,0,146,0,15
229520,329,50000 - 100000,82,0,145,0,0
229560,0,0 - 20000,0,0,0,0,0
229580,857,50000 - 100000,69,0,95,0,0
229600,148,20000 - 50000,0,0,0,0,0
229790,0,50000 - 100000,0,0,0,0,0
229810,119,100000 - 200000,227,0,299,0,0
229870,572,50000 - 100000,307,0,428,0,12
229890,0,0 - 20000,65,0,74,0,1
229970,0,50000 - 100000,616,0,616,0,2
230050,4992,200000 - 500000,143,0,123,0,2
230070,2776,200000 - 500000,257,0,284,0,19
230150,140,50000 - 100000,23,0,19,0,0
230190,5489,500000 - 1000000,1192,0,505,0,119
230230,7905,1000000 - 2000000,1169,0,661,0,29
230270,2065,200000 - 500000,368,0,196,0,28
230290,15164,1000000 - 2000000,375,1,163,1,322
230310,187,50000 - 100000,0,0,0,0,0
230330,216,0 - 20000,3,0,4,0,9
230410,2912,20000000 - 50000000,9533,1218,413,337,60270
230650,256,50000 - 100000,153,0,178,0,1
230700,1639,20000 - 50000,215,0,284,0,15
230760,0,0 - 20000,0,0,0,0,0
230820,2196,200000 - 500000,384,0,238,0,27
230840,990,100000 - 200000,138,0,229,0,0
230860,528,200000 - 500000,302,0,381,0,1
230980,160,200000 - 500000,18,0,16,0,0
231020,0,20000 - 50000,7,0,7,0,0
231040,380,200000 - 500000,102,0,94,0,0
231060,0,1000000 - 2000000,322,0,117,0,4
231140,979,200000 - 500000,258,0,274,0,12
231160,4495,500000 - 1000000,109,0,93,0,4
231200,2228,200000 - 500000,164,0,166,0,11
231310,307,50000 - 100000,460,0,473,0,0
231330,1140,100000 - 200000,324,0,431,0,4
231430,57141,5000000 - 10000000,2634,200,278,122,7055
231720,0,50000 - 100000,82,0,45,0,0
231740,1714,200000 - 500000,389,0,183,0,15
231910,296,20000 - 50000,20,0,34,0,0
232010,5347,500000 - 1000000,847,12,61,12,26
232050,1500,1000000 - 2000000,292,0,273,0,28
232090,72628,2000000 - 5000000,4562,1107,666,484,3137
232430,12170,500000 - 1000000,175,0,130,0,6
232450,0,200000 - 500000,420,0,167,0,0
232750,1932,200000 - 500000,260,0,317,0,4
232770,2291,5000000 - 10000000,215,0,223,0,30
232790,4121,500000 - 1000000,290,40,283,40,18
232890,8921,1000000 - 2000000,866,134,428,134,425
232910,4927,500000 - 1000000,1005,11,297,17,143
232950,223,100000 - 200000,275,0,353,0,1
232970,326,50000 - 100000,34,0,63,0,1
233110,129,20000 - 50000,181,0,181,0,1
233130,13854,2000000 - 5000000,349,1513,199,1513,37
233150,3074,200000 - 500000,189,0,136,0,8
233190,684,100000 - 200000,218,0,224,0,6
233210,197,50000 - 100000,131,0,131,0,0
233230,1448,100000 - 200000,99,0,120,0,1
233270,13338,1000000 - 2000000,270,0,208,0,27
233290,9886,1000000 - 2000000,293,0,188,0,27
233310,138,100000 - 200000,0,0,0,0,4
233350,634,100000 - 200000,385,0,542,0,7
233410,151,20000 - 50000,2,0,2,0,2
233450,50820,5000000 - 10000000,1481,2251,557,3292,1731
233470,4346,200000 - 500000,225,0,214,0,5
233510,115,20000 - 50000,173,0,276,0,0
233550,1334,200000 - 500000,101,0,136,0,1
233610,4946,200000 - 500000,224,0,126,0,28
233680,406,0 - 20000,13,0,13,0,3
233700,1057,100000 - 200000,228,0,255,0,11
233720,12631,1000000 - 2000000,226,0,155,0,25
233740,2110,200000 - 500000,151,0,167,0,7
233840,1563,500000 - 1000000,422,0,269,0,29
233860,48881,1000000 - 2000000,4147,356,966,536,3924
233980,4825,500000 - 1000000,1028,0,368,0,33
234040,974,0 - 20000,0,0,0,0,0
234080,5356,500000 - 1000000,684,0,601,0,97
234140,40171,2000000 - 5000000,1145,960,685,960,883
234160,484,100000 - 200000,91,0,72,0,1
234190,2452,500000 - 1000000,101,0,37,0,4
234270,3716,200000 - 500000,552,0,292,0,72
234290,226,50000 - 100000,94,0,101,0,0
234330,0,500000 - 1000000,18149,163,18294,163,409
234350,0,20000 - 50000,168,0,168,0,4
234370,0,50000 - 100000,250,0,493,0,0
234390,916,500000 - 1000000,140,0,99,0,4
234490,276,100000 - 200000,126,0,130,0,0
234510,0,500000 - 1000000,0,0,0,0,0
234630,8528,1000000 - 2000000,1068,0,342,0,140
234650,8653,1000000 - 2000000,508,0,237,0,80
234670,8747,500000 - 1000000,767,0,499,0,74
234710,5108,1000000 - 2000000,387,0,239,0,24
234820,325,20000 - 50000,2213,102,2213,102,34
234900,739,200000 - 500000,95,0,120,0,3
234920,184,50000 - 100000,200,0,200,0,0
234940,373,200000 - 500000,294,0,249,0,0
235070,146,20000 - 50000,12,0,13,0,0
235210,1742,200000 - 500000,293,0,228,0,12
235250,942,200000 - 500000,167,0,163,0,0
235320,1426,100000 - 200000,2815,0,4218,0,65
235340,0,1000000 - 2000000,26104,0,304,0,2
235360,680,100000 - 200000,554,0,368,0,3
235380,4669,50000 - 100000,1715,0,2842,0,36
235400,0,200000 - 500000,743,0,1446,0,1
235460,38073,2000000 - 5000000,584,202,399,199,1525
235520,214,20000 - 50000,116,0,116,0,1
235540,12472,1000000 - 2000000,561,2,240,2,141
235600,14396,1000000 - 2000000,3115,0,844,0,140
235620,776,200000 - 500000,319,0,180,0,20
235660,309,100000 - 200000,0,0,0,0,10
235720,0,200000 - 500000,7,0,11,0,0
235800,5024,200000 - 500000,535,0,264,0,25
235820,466,50000 - 100000,84,0,86,0,0
235900,743,200000 - 500000,1124,195,1156,195,177
235980,240,50000 - 100000,129,0,194,0,2
236010,0,0 - 20000,265,0,312,0,0
236090,12817,1000000 - 2000000,395,0,130,0,23
236110,2973,2000000 - 5000000,767,4,125,4,651
236130,352,200000 - 500000,0,0,0,0,6
236150,2930,500000 - 1000000,365,0,190,0,16
236290,0,0 - 20000,0,0,0,0,0
236370,4205,200000 - 500000,106,0,49,0,1
236390,1697,20000000 - 50000000,4707,672,402,420,48352
236430,26616,1000000 - 2000000,6304,0,3713,0,152
236450,3976,200000 - 500000,144,20,101,20,10
236470,206,50000 - 100000,883,0,1760,0,0
236490,0,0 - 20000,75,0,75,0,0
236510,3423,200000 - 500000,153,0,142,0,3
236690,6039,500000 - 1000000,2258,0,469,0,694
236730,319,200000 - 500000,215,0,233,0,3
236790,379,50000 - 100000,0,0,0,0,0
236850,74106,2000000 - 5000000,12350,900,1073,814,22285
236870,23214,2000000 - 5000000,711,0,410,0,343
236930,611,50000 - 100000,442,0,442,0,2
236970,0,0 - 20000,134,0,134,0,2
237350,162,20000 - 50000,76,0,133,0,0
237370,351,0 - 0,0,0,0,0,0
237430,1011,100000 - 200000,395,0,329,0,7
237470,222,20000 - 50000,63,0,63,0,4
237550,241,100000 - 200000,24,0,24,0,9
237570,299,200000 - 500000,1026,0,1177,0,0
237630,4988,200000 - 500000,297,0,211,0,22
237740,2543,100000 - 200000,107,0,136,0,1
237760,0,20000 - 50000,157,0,172,0,0
237850,2922,200000 - 500000,683,0,880,0,19
237870,5086,200000 - 500000,196,0,147,0,19
237890,1604,100000 - 200000,1352,0,1435,0,19
237930,25497,1000000 - 2000000,319,0,173,0,42
237950,305,200000 - 500000,6,0,11,0,7
237970,0,0 - 20000,0,0,0,0,1
237990,11988,500000 - 1000000,539,0,349,0,62
238010,20606,2000000 - 5000000,944,0,337,0,238
238050,234,200000 - 500000,14,0,17,0,1
238090,17025,2000000 - 5000000,796,0,268,0,325
238210,5062,500000 - 1000000,269,0,98,0,30
238240,1941,200000 - 500000,148,0,88,0,2
238260,0,500000 - 1000000,3028,0,4511,0,39
238280,1174,200000 - 500000,247,0,166,0,7
238320,60790,2000000 - 5000000,319,70,162,83,359
238370,7267,1000000 - 2000000,281,126,231,126,83
238430,9086,100000 - 200000,371,1,172,1,65
238460,49717,2000000 - 5000000,472,51,261,71,233
238530,340,20000 - 50000,140,0,210,0,0
238630,178,20000 - 50000,183,0,273,0,1
238750,2743,200000 - 500000,1091,0,1700,0,38
238870,363,50000 - 100000,293,0,293,0,0
238890,171,100000 - 200000,211,0,175,0,1
238910,281,200000 - 500000,191,0,216,0,0
238930,291,50000 - 100000,83,0,108,0,0
238960,1075,20000000 - 50000000,8194,744,391,447,12211
239030,47236,2000000 - 5000000,343,124,220,229,435
239070,3490,500000 - 1000000,461,0,192,0,20
239090,318,20000 - 50000,87,0,97,0,0
239120,2203,200000 - 500000,555,0,593,0,69
239140,242718,5000000 - 10000000,2211,270,1215,114,5110
239160,15037,1000000 - 2000000,489,0,256,0,130
239200,5587,1000000 - 2000000,118,0,45,0,17
239250,3121,200000 - 500000,609,0,423,0,44
239350,13128,1000000 - 2000000,496,167,178,167,128
239430,723,500000 - 1000000,236,0,319,0,4
239660,0,500000 - 1000000,1543,0,747,0,0
239700,470,50000 - 100000,424,0,424,0,1
239720,146,0 - 20000,7,0,7,0,0
239800,1431,100000 - 200000,302,0,330,0,0
239820,34495,1000000 - 2000000,837,78,513,78,280
239840,1881,100000 - 200000,276,0,473,0,17
240320,0,1000000 - 2000000,377,0,69,0,24
240340,115,0 - 20000,0,0,0,0,0
240360,0,0 - 20000,0,0,0,0,0
240440,709,200000 - 500000,30,0,37,0,0
240600,741,100000 - 200000,68,0,68,0,4
240620,193,50000 - 100000,434,0,455,0,0
240660,130,0 - 0,0,0,0,0,0
240720,45716,2000000 - 5000000,690,108,134,137,490
240760,4554,500000 - 1000000,1419,0,668,0,13
240970,428,50000 - 100000,1159,0,1177,0,1
241000,372,0 - 20000,221,0,221,0,3
241240,783,200000 - 500000,220,0,280,0,12
241260,4818,200000 - 500000,782,0,594,0,58
241300,134,0 - 20000,347,0,347,0,1
241320,429,100000 - 200000,256,0,215,0,1
241410,1141,100000 - 200000,365,0,227,0,2
241540,15453,500000 - 1000000,983,0,477,0,10
241560,13531,500000 - 1000000,2627,50,1471,50,33
241600,14866,1000000 - 2000000,845,0,411,0,78
241620,382,100000 - 200000,192,0,165,0,2
241660,0,100000 - 200000,10,0,17,0,16
241680,0,0 - 20000,0,0,0,0,0
241720,774,100000 - 200000,121,0,104,0,0
241760,152,20000 - 50000,177,0,183,0,0
241790,0,20000 - 50000,0,0,0,0,0
241910,1582,200000 - 500000,267,0,223,0,26
241930,48164,5000000 - 10000000,1067,34,648,35,676
242110,0,100000 - 200000,97,0,62,0,0
242130,537,200000 - 500000,335,0,421,0,0
242530,226,100000 - 200000,139,0,191,0,0
242550,5320,0 - 0,0,0,0,0,0
242570,1490,200000 - 500000,342,0,286,0,2
242610,0,0 - 20000,0,0,0,0,0
242640,7022,1000000 - 2000000,543,40,301,40,124
242680,11797,500000 - 1000000,2006,0,461,0,182
242700,8652,1000000 - 2000000,349,835,137,835,67
242720,0,2000000 - 5000000,275,0,61,0,6
242760,327874,10000000 - 20000000,1667,203,1006,156,10082
242780,329,200000 - 500000,605,0,961,0,0
242820,1830,200000 - 500000,126,0,116,0,4
242840,1410,50000 - 100000,325,0,275,0,3
242860,27343,1000000 - 2000000,756,89,303,89,206
242880,2839,500000 - 1000000,199,0,170,0,2
242920,33399,2000000 - 5000000,1483,24,519,47,1131
242940,329,0 - 0,0,0,0,0,0
242960,785,0 - 0,0,0,0,0,0
242980,549,0 - 0,0,0,0,0,0
243000,318,100000 - 200000,29,0,29,0,0
243020,223,20000 - 50000,12,0,12,0,2
243040,735,200000 - 500000,73,0,88,0,1
243060,171,20000 - 50000,307,0,549,0,0
243120,2630,200000 - 500000,193,0,193,0,4
243160,122,100000 - 200000,150,0,230,0,2
243200,1708,200000 - 500000,262,0,316,0,12
243220,382,50000 - 100000,54,0,54,0,0
243280,0,20000 - 50000,184,0,223,0,0
243360,365,100000 - 200000,44,0,61,0,4
243450,1215,100000 - 200000,210,0,134,0,2
243470,30308,1000000 - 2000000,1619,0,537,0,257
243780,462,200000 - 500000,300,0,348,0,16
243800,2640,200000 - 500000,169,0,116,0,4
243890,0,0 - 20000,0,0,0,0,0
243930,2511,200000 - 500000,2396,0,562,0,13
243950,1594,200000 - 500000,156,0,152,0,11
243970,4468,500000 - 1000000,215,0,110,0,33
244030,1662,50000 - 100000,689,0,1041,0,13
244050,356,200000 - 500000,325,0,132,0,15
244070,336,200000 - 500000,150,0,153,0,3
244090,181,500000 - 1000000,298,0,303,0,0
244160,9143,1000000 - 2000000,684,0,207,0,174
244210,54706,2000000 - 5000000,3905,255,297,164,8363
244410,232,20000 - 50000,1054,0,1616,0,6
244430,1125,100000 - 200000,108,0,154,0,11
244450,26839,1000000 - 2000000,4041,419,801,602,2058
244590,182,100000 - 200000,104,0,134,0,0
244690,0,50000 - 100000,144,0,172,0,0
244710,2505,200000 - 500000,175,0,190,0,2
244730,1099,100000 - 200000,332,0,272,0,2
244750,135,0 - 20000,25,0,25,0,0
244770,2130,200000 - 500000,1201,0,911,0,10
244810,449,100000 - 200000,632,0,896,0,1
244830,0,0 - 20000,0,0,0,0,0
244850,84958,2000000 - 5000000,4567,1507,649,2363,7179
244870,2527,100000 - 200000,280,0,284,0,1
244890,0,50000 - 100000,134,0,195,0,0
244910,1130,50000 - 100000,98,0,109,0,1
244930,2205,1000000 - 2000000,679,0,29,0,5
244950,0,20000 - 50000,0,0,0,0,0
245010,144,0 - 0,0,0,0,0,0
245050,202,200000 - 500000,346,0,496,0,7
245150,526,100000 - 200000,157,0,196,0,0
245170,17535,2000000 - 5000000,681,10,271,13,225
245280,4315,200000 - 500000,260,1,210,1,13
245300,437,50000 - 100000,0,0,0,0,13
245370,427,100000 - 200000,210,0,287,0,1
245390,1189,200000 - 500000,280,0,425,0,6
245410,132,100000 - 200000,0,0,0,0,9
245430,152,100000 - 200000,0,0,0,0,15
245450,759,100000 - 200000,11,0,11,0,49
245470,6158,200000 - 500000,293,0,225,0,30
245490,1867,200000 - 500000,425,0,393,0,10
245620,9117,1000000 - 2000000,1297,418,555,418,243
245730,442,0 - 0,0,0,0,0,0
246070,481,200000 - 500000,46,0,15,0,1
246090,3239,100000 - 200000,381,0,523,0,2
246110,1130,50000 - 100000,215,0,197,0,9
246300,364,20000 - 50000,137,0,154,0,0
246360,0,0 - 20000,0,0,0,0,0
246420,7857,500000 - 1000000,1476,0,1097,0,232
246580,2147,200000 - 500000,177,13,161,13,14
246620,39366,2000000 - 5000000,723,13,254,13,368
246680,158,100000 - 200000,25,0,42,0,0
246700,1582,100000 - 200000,272,0,520,0,0
246720,0,0 - 20000,0,0,0,0,0
246740,0,50000 - 100000,2,0,2,0,0
246760,1231,50000 - 100000,196,0,296,0,15
246800,0,20000 - 50000,181,0,181,0,0
246820,0,0 - 20000,1,0,1,0,0
246840,2408,200000 - 500000,327,13,330,13,180
246880,0,0 - 20000,0,0,0,0,0
246900,12200,1000000 - 2000000,632,0,223,0,305
246920,0,0 - 20000,0,0,0,0,1
246940,324,100000 - 200000,251,0,251,0,0
246960,304,100000 - 200000,78,0,98,0,0
246980,112,50000 - 100000,149,0,180,0,0
247000,4398,500000 - 1000000,756,12,254,12,381
247020,3404,500000 - 1000000,378,0,210,0,21
247080,19208,2000000 - 5000000,494,0,140,0,197
247120,0,0 - 0,0,0,0,0,0
247140,657,50000 - 100000,2697,0,132,0,2
